,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365,room
1307,Nanny's Holistic House,Treme - Lafitte,29.96716,-90.07159,Private room,65,2,185,289,1
1308,Charming uptown shotgun.10 min from everywhere.,Milan,29.93935,-90.10224,Entire home/apt,121,2,217,86,0
1309,Heart of the Bywater (Side B),Bywater,29.96233,-90.04441,Entire home/apt,140,30,103,77,0
1310,Stylish Freret Street Loft w/Balcony & Parking!,Freret,29.935,-90.10667,Entire home/apt,131,1,173,51,0
1311,Cozy New Orleans Carriage House - Levels 2,Central City,29.94228,-90.07567,Entire home/apt,175,1,51,85,0
1312,The Matisse    King size luxury bed ~ private room,Treme - Lafitte,29.97269,-90.07887,Private room,88,1,15,111,1
1313,Comfy Home #1 In The Bywater of N.O. 19STR-10325,St. Claude,29.96845,-90.04314,Entire home/apt,279,4,39,6,0
1314,Historic Lower Garden District Mansion: Room 5B,Lower Garden District,29.9324,-90.08045,Private room,156,1,1,103,1
1315,Historic Lower Garden District Mansion: Room 5A,Lower Garden District,29.934,-90.08027,Private room,156,1,8,97,1
1316,Historic Lower Garden District Mansion: Room 8,Lower Garden District,29.93267,-90.08001,Private room,156,1,1,101,1
1317,Historic Lower Garden District Mansion: Mini Suite,Lower Garden District,29.9344,-90.07993,Private room,161,1,5,101,1
1318,Tracey's Place,Dillard,29.9963,-90.06089,Entire home/apt,100,1,109,192,0
1319,"Pelican Point - Modern, Bright, and Fun",Central City,29.94196,-90.07539,Entire home/apt,77,2,170,251,0
1320,Storyville - Private Apartment in Charming Inn,Seventh Ward,29.96752,-90.06547,Private room,127,2,49,38,1
1321,Romantic Courtyard Suite steps to it all!,Marigny,29.96844,-90.05647,Entire home/apt,117,2,37,281,0
1322,"Garden District Oasis, St Charles Mardi Gras Apt",Central City,29.93241,-90.0862,Entire home/apt,113,1,305,263,0
1323,Peaceful Bywater Getaway,Bywater,29.96352,-90.04239,Entire home/apt,240,3,71,239,0
1324,*Private Freret Street Apartment*,Freret,29.93562,-90.10352,Private room,89,1,132,43,1
1325,Nice Uptown Home near the River Bend.,Black Pearl,29.93769,-90.13151,Entire home/apt,80,30,48,111,0
1326,Pet Friendly AND No Cleaning Fee!,West Riverside,29.91776,-90.11999,Private room,49,30,32,0,1
1327,Charming Historic Home 3 min to French Qtr/CBD,Central City,29.94082,-90.08356,Entire home/apt,139,2,129,165,0
1328,Uptown Cottage Close to Magazine & Convention Ctr,Irish Channel,29.92287,-90.0805,Entire home/apt,180,30,44,68,0
1329,gwen's Holistic House,Treme - Lafitte,29.96624,-90.07136,Private room,55,2,259,266,1
1330,1880s Historic TremÃ© home just outside the FQ,Tulane - Gravier,29.96332,-90.07859,Entire home/apt,92,1,307,28,0
1331,Quiet 2 Bedroom In French Quarter,French Quarter,29.95601,-90.06465,Entire home/apt,350,30,19,179,0
1332,Luxury Custom Built Bywater Home King Beds & Loft & Parking,St. Claude,29.96625,-90.03955,Entire home/apt,395,30,72,319,0
1333,Charming Lower Garden District Creole Cottage,Milan,29.93055,-90.0918,Entire home/apt,129,3,125,92,0
1334,Quaint 1 Bedroom Suite in Uptown Victorian Mansion,Central City,29.93025,-90.08992,Entire home/apt,103,3,35,88,0
1335,Garden District Shotgun House Filled with Plants and History,Lower Garden District,29.93699,-90.07291,Entire home/apt,120,2,126,0,0
1336,Mid-City District Mardi Gras Estates,Tulane - Gravier,29.96253,-90.07934,Entire home/apt,301,2,40,286,0
1337,"#1: Near streetcar, Garden District gem",Lower Garden District,29.93236,-90.07822,Private room,81,1,156,57,1
1338,#2: Garden District; streetcar adjacent,Lower Garden District,29.93308,-90.07763,Private room,76,1,121,42,1
1339,Cozy Home Near Frenchman/French Quarter w/Parking,Marigny,29.96368,-90.05365,Entire home/apt,137,2,174,108,0
1340,Private suite in luxury Resort,Central Business District,29.94631,-90.06641,Private room,104,30,1,0,1
1341,"15       PENTHOUSE Loft, MAGAZINE ST.Hot Tub, Pets",St. Thomas Dev,29.93187,-90.07294,Entire home/apt,131,2,226,52,0
1342,Charming Shotgun Home in Historic St. Roch!,St. Roch,29.97646,-90.0512,Private room,100,30,43,358,1
1343,Earthy Paradise - Historic Shotgun off Magazine,Touro,29.92223,-90.09363,Entire home/apt,94,2,129,30,0
1344,"Relax uptown - quiet neighborhood, huge backyard!",Milan,29.9336,-90.10193,Entire home/apt,139,3,110,243,0
1345,LOCATION. LOCATION. LOCATION.,Central Business District,29.94947,-90.06665,Entire home/apt,382,30,11,179,0
1346,Luxury Condo with Onsite Pool Steps from the French Quarter,Central Business District,29.94981,-90.06865,Entire home/apt,498,1,112,293,0
1347,Luxury Pool Side 4 bedroom 4 bath Condo,Central Business District,29.94981,-90.06865,Entire home/apt,735,1,122,269,0
1348,Luxury 4 bedroom 3 bath Condo - Centrally Located,Central Business District,29.94981,-90.06865,Entire home/apt,501,1,88,275,0
1349,Luxury 3 Bedroom 3 Bath Condo - Centrally Located!,Central Business District,29.94981,-90.06865,Entire home/apt,423,1,127,306,0
1350,Top Floor Luxury 3 bedroom 3 bath Condo,Central Business District,29.94981,-90.06865,Entire home/apt,400,1,94,320,0
1351,Lovely Private Suite in Uptown Cottage,Audubon,29.93672,-90.11356,Entire home/apt,111,3,39,77,0
1352,Vintage NOLA home minutes from the French Quarter,Seventh Ward,29.96953,-90.06459,Entire home/apt,375,30,58,89,0
1353,"Spacious, Well-located, and Secure",Bayou St. John,29.97547,-90.08194,Entire home/apt,138,30,20,262,0
1354,Mid City Nola Place,Tulane - Gravier,29.96334,-90.08558,Entire home/apt,109,2,88,0,0
1355,Mid-City District walk to Canal & Bourbon St.,Tulane - Gravier,29.96288,-90.07986,Entire home/apt,475,3,59,329,0
1356,Private place on Royal st.!,Marigny,29.9653,-90.0532,Entire home/apt,96,1,200,38,0
1357,Centrally located quaint 2 bedroom in Gentilly,St.  Anthony,30.01059,-90.06175,Entire home/apt,80,30,139,95,0
1358,Designer Antique Treme Home,Treme - Lafitte,29.96758,-90.07511,Entire home/apt,177,3,80,153,0
1359,mi casa su casa,Central City,29.94412,-90.07963,Entire home/apt,200,30,21,365,0
1360,Last minute Mardi Gras Spot,Seventh Ward,29.97142,-90.06123,Entire home/apt,164,30,88,353,0
1361,the cozy spot,Central City,29.94432,-90.0808,Entire home/apt,150,30,26,180,0
1362,Great Apartment in Mid City!,Mid-City,29.9791,-90.10072,Entire home/apt,144,30,55,118,0
1363,Cozy Treme Apt On Gov. Nicholls Street /NOLA/LUV,Treme - Lafitte,29.96624,-90.06806,Entire home/apt,150,30,114,338,0
1364,Comfy Oversized Couch in Uptown.,West Riverside,29.91702,-90.11982,Shared room,29,30,28,0,2
1365,Riverbend Gem in Historic Carrollton Uptown,East Carrollton,29.9475,-90.12401,Entire home/apt,261,4,68,92,0
1366,Fortenberry Lake Vacation Home. Permit# 17STR03631,Read Blvd East,30.04087,-89.9623,Entire home/apt,800,3,8,245,0
1367,Bywater studio. 1 house from river.,Bywater,29.96106,-90.04111,Entire home/apt,105,2,52,353,0
1368,Uptown Cottage,Uptown,29.92461,-90.1052,Entire home/apt,122,3,90,84,0
1369,Suite Life in the Big Easy,Central Business District,29.95383,-90.07002,Entire home/apt,109,30,24,171,0
1370,"Luxury Downtown Condo, Three Blocks From Bourbon!",Central Business District,29.95189,-90.07058,Entire home/apt,335,2,71,46,0
1371,Marigny 2 bedroom 1 block to French Quarter.,Marigny,29.96687,-90.06247,Entire home/apt,200,2,69,159,0
1372,Mid City Retreat,Mid-City,29.97747,-90.09372,Entire home/apt,150,3,43,154,0
1373,Spacious Studio on St Charles Ave,Central City,29.93895,-90.07599,Entire home/apt,86,1,282,7,0
1374,"Spacious ""Old World"" Charm in the Marigny - #1",Marigny,29.96465,-90.05312,Entire home/apt,157,1,81,334,0
1375,Historic Mansion on Royal St in the Marigny- #3,Marigny,29.96465,-90.05312,Entire home/apt,134,1,70,357,0
1376,Charming Suite in Historic Marigny Mansion - #4,Marigny,29.96465,-90.05312,Entire home/apt,141,1,71,351,0
1377,Decadent & Charming Room in Marigny Mansion - #5,Marigny,29.96465,-90.05312,Private room,126,1,54,351,1
1378,Balcony Suite on Royal St close to French Quarter,Marigny,29.96465,-90.05312,Private room,139,1,66,354,1
1379,Balcony Suite in Marigny Historic Mansion- #7,Marigny,29.96465,-90.05312,Entire home/apt,142,1,79,351,0
1380,Historic Mansion 4 Blocks to Frenchmen St. - #8,Marigny,29.96465,-90.05312,Entire home/apt,134,1,49,358,0
1381,Private Uptown studio; separate entrance & parking,Milan,29.938,-90.09765,Entire home/apt,96,2,353,41,0
1382,Spacious Downtown Condo w/Magnificent Views,Central Business District,29.94485,-90.07382,Entire home/apt,236,1,276,277,0
1383,Lower Garden District Boutique 20,Lower Garden District,29.93713,-90.07475,Entire home/apt,117,2,108,35,0
1384,"Spacious bed + bath guest suite, private entrance",St. Claude,29.97483,-90.03538,Private room,69,1,142,3,1
1385,A Bywater Hideaway,Bywater,29.96274,-90.0418,Entire home/apt,138,2,183,75,0
1386,"MarignyMusic Balcony,Courtyard, Pool #20STR-02764",Bywater,29.96806,-90.0501,Entire home/apt,225,2,119,291,0
1387,Marigny Hideout I - 1 Block from Frenchmen,Marigny,29.96566,-90.05809,Entire home/apt,211,2,42,221,0
1388,Cozy Nest on Frenchmen Street!,Marigny,29.96786,-90.05818,Entire home/apt,91,2,277,63,0
1389,Charming Fairgrounds Cottage,Fairgrounds,29.98557,-90.07883,Entire home/apt,204,30,7,155,0
1390,Cozy Home Away From Home Near Jazzfest & City Park,Fillmore,30.00412,-90.08035,Entire home/apt,125,2,82,0,0
1391,"Close to City Park/Fairgrounds, 2 bikes included!",Dillard,30.00142,-90.06378,Private room,75,30,29,0,1
1392,"Cozy Apartment, 5min uber to Quarter or 20 min wlk",Treme - Lafitte,29.97095,-90.08132,Entire home/apt,91,3,96,71,0
1393,New Sunset Point Condo C  - Perfect family getaway,Algiers Point,29.95521,-90.0542,Entire home/apt,90,3,156,91,0
1394,Jazzfest Hideaway,Fairgrounds,29.9793,-90.07885,Entire home/apt,119,2,50,247,0
1395,Luxury Studio St.Charles Ave shared pool/spa,East Carrollton,29.94384,-90.13265,Private room,115,2,124,275,1
1396,Mid-City New Orleans 3 bedroom Home,Mid-City,29.96817,-90.09919,Entire home/apt,107,3,153,217,0
1397,Fabulous Location on Magazine St.,West Riverside,29.92028,-90.11151,Entire home/apt,375,3,110,88,0
1398,The Creole Complex,Seventh Ward,29.9677,-90.0658,Entire home/apt,925,2,62,98,0
1399,Creole Jazz Cabana,Bywater,29.9652,-90.02893,Entire home/apt,98,30,0,0,0
1400,Charming Marigny House Near Frenchmen St.,Marigny,29.96674,-90.05474,Entire home/apt,107,2,86,19,0
1401,Luxurious New Orleans Resort - 1 Bedroom,Lower Garden District,29.93466,-90.07902,Entire home/apt,175,1,2,45,0
1402,Great Apt in New Orleans:,Mid-City,29.97147,-90.09814,Entire home/apt,153,3,35,238,0
1403,New Orleans Charm w/ Casual Flair,Central City,29.93715,-90.08175,Private room,55,1,274,96,1
1404,Renovated Beautiful Uptown Shotgun House,East Riverside,29.92022,-90.09805,Entire home/apt,200,1,142,33,0
1405,Peach Treat,Leonidas,29.95428,-90.13491,Entire home/apt,95,2,94,0,0
1406,"Historic Neighborhood, Modern Home & Amazing Pool",Marigny,29.96486,-90.05268,Entire home/apt,189,2,207,43,0
1407,Close to FQ - Cozy Mid-City 1-bdrm Apt - Pets OK,City Park,29.9802,-90.09436,Entire home/apt,65,1,127,0,0
1408,Spacious 3BR! Walk to French Quarter & Bourbon St!,Treme - Lafitte,29.96788,-90.06858,Entire home/apt,348,1,85,54,0
1409,Monthly rental for 2-4 people near French Quarter,Marigny,29.96885,-90.05229,Entire home/apt,46,30,79,224,0
1410,The King of Magazine 5 Bdrm Lower Garden District,Lower Garden District,29.93796,-90.07257,Entire home/apt,986,3,32,238,0
1411,5 Blocks from Jazzfest w/ Bikes,Fairgrounds,29.98108,-90.07373,Shared room,86,30,9,179,2
1412,Quaint 3 Bedroom in New Orleans,Broadmoor,29.94216,-90.10881,Entire home/apt,140,3,118,0,0
1413,Uptown Creole Cottage for Family Getaways,West Riverside,29.91943,-90.11031,Entire home/apt,450,3,38,0,0
1414,Magazine St/Shared  POOL and parking for 1  car,Lower Garden District,29.93841,-90.07099,Entire home/apt,110,2,141,108,0
1415,4 Bedrooms 4 baths 2 blocks off Bourbon!!!  LOOK!,Central Business District,29.95093,-90.07223,Entire home/apt,547,2,67,193,0
1416,Come to Jackson,Central City,29.94136,-90.08546,Entire home/apt,104,2,188,61,0
1417,GARDEN DISTRICT GETAWAY,Central City,29.92998,-90.08871,Entire home/apt,102,3,156,153,0
1418,A Welcoming Place,Desire Area,29.99765,-90.04015,Entire home/apt,230,3,103,196,0
1419,Beautiful Double Centrally Located,Gentilly Terrace,29.9927,-90.05703,Entire home/apt,114,30,34,150,0
1420,Marigny Hideout IV - One block from Frenchmen,Marigny,29.96593,-90.05764,Entire home/apt,148,2,51,116,0
1421,Creole Cottage Two Blocks from St. Charles,Central City,29.94075,-90.07764,Entire home/apt,218,1,261,168,0
1422,Charming & Quiet 2 BR Suite Near St. Charles Ave.,Central City,29.93624,-90.08186,Private room,100,2,103,125,1
1423,"Ursuline Colorful, Historic Home near the French Quarter",Treme - Lafitte,29.96284,-90.06658,Entire home/apt,199,1,103,163,0
1424,Nine room inn steps from the French Quarter!,Marigny,29.96721,-90.05715,Private room,145,2,49,26,1
1425,Napoleon at Tips,East Riverside,29.91853,-90.10049,Entire home/apt,81,30,1,0,0
1426,Iberville Quarters 1 Lic #4701-221632,Tulane - Gravier,29.9623,-90.08049,Entire home/apt,140,1,194,44,0
1427,"New Orleans charm, modern convinces, walkable.",Marigny,29.96219,-90.05433,Entire home/apt,731,3,16,327,0
1428,Quintessentially NOLA (Uptown/Garden District),East Riverside,29.92136,-90.09151,Entire home/apt,182,30,43,216,0
1429,HH Whitney House - Adjoining 2 bedrooms with bath,Seventh Ward,29.9718,-90.07154,Hotel room,300,3,1,276,3
1430,"""D""-Most Amazing Balcony on St. Charles",Central City,29.93295,-90.08324,Entire home/apt,119,3,135,36,0
1431,Luxury Home Sleeps 10 Near Streetcar & Riverbend,Leonidas,29.96117,-90.12023,Entire home/apt,577,30,40,235,0
1432,Lakeview Hideaway,Lakeview,30.00754,-90.11039,Entire home/apt,79,30,82,0,0
1433,Iberville Quarters 2 Lic #4701-221632,Tulane - Gravier,29.96223,-90.08059,Entire home/apt,140,1,195,46,0
1434,Right on Canal & Bourbon,Central Business District,29.95422,-90.07145,Entire home/apt,149,2,168,84,0
1435,French Quarter Apt | Steps to Bourbon St | 6 Guest,French Quarter,29.96,-90.06403,Entire home/apt,228,1,200,287,0
1436,Half The Okra Inn II: On Canal Streetcar Line,Mid-City,29.97564,-90.09995,Entire home/apt,214,1,14,7,0
1437,River House New Orleans - Garden Apt.,Marigny,29.96381,-90.05594,Entire home/apt,395,3,5,309,0
1438,Lovely 3/2 LGD- Close to Magazine St!,St. Thomas Dev,29.92832,-90.07251,Entire home/apt,129,30,127,88,0
1439,Quarters Studio Lic #4701-221632,Tulane - Gravier,29.96223,-90.08059,Entire home/apt,81,1,171,71,0
1440,Fabulous2BR-walking distance to FrenchQuarter 1825,Tulane - Gravier,29.96196,-90.07757,Entire home/apt,189,2,104,52,0
1441,"MidCity Victorian - Walk to Mardi Gras, Jazz Fest",Bayou St. John,29.97134,-90.08639,Entire home/apt,367,4,15,8,0
1442,River House New Orleans - Gallery Apt.,Marigny,29.96533,-90.05381,Entire home/apt,395,2,22,303,0
1443,"Room at a Cozy Irish Channel Cottage, ca 1880",Lower Garden District,29.92784,-90.07664,Private room,75,30,88,180,1
1444,Adorable apartment - Marigny Neighborhood,Bywater,29.96602,-90.05065,Entire home/apt,175,3,85,84,0
1445,ARTISTIC LOFT ON AUDUBON PARK,Audubon,29.92072,-90.12851,Entire home/apt,169,2,119,265,0
1446,Restored Cottage Two Blocks from a Mardi Gras Parade Route,Central City,29.93885,-90.07944,Entire home/apt,221,1,215,201,0
1447,Uptown Gem on Palmer Park,Marlyville - Fontainbleau,29.95392,-90.12244,Entire home/apt,100,31,33,120,0
1448,Connies Blessin by River 10ms frm Frnch Qtr & CBD,Holy Cross,29.95655,-90.01248,Entire home/apt,125,30,36,173,0
1449,Mid-City Modern - Steps from City Park,City Park,29.98338,-90.098,Entire home/apt,295,31,25,212,0
1450,Re-Imagined Uptown Historical Cottage,Uptown,29.92881,-90.10746,Entire home/apt,200,2,57,72,0
1451,Location! Bourbon Street view from your balcony,French Quarter,29.96,-90.06403,Entire home/apt,227,1,197,301,0
1452,Creole Corner Store,East Carrollton,29.94315,-90.12807,Entire home/apt,200,3,80,267,0
1453,Big Easy Charmer License #21-RSTR-05476,St. Roch,29.98729,-90.06047,Entire home/apt,99,3,276,64,0
1454,French Quarter Bourbon Balcony and Courtyard Best Location,French Quarter,29.96,-90.06403,Entire home/apt,225,1,201,288,0
1455,Avenue Plaza Resort Sleep4  Studio w/kitchen Deal,Central City,29.93569,-90.08112,Entire home/apt,154,4,1,7,0
1456,Oct-Jan Avenue Plaza Resort Studio 7 night Deal,Central City,29.93568,-90.08079,Private room,155,7,0,0,1
1457,Private one bedroom near airport bus 18str-08593,Mid-City,29.96913,-90.10745,Entire home/apt,38,30,38,0,0
1458,Spacious 1 Bed/Bath Apt in Best Part of Mid-City!,Mid-City,29.97107,-90.10001,Entire home/apt,88,1,188,16,0
1459,"BALCONY, 2 BLKS TO FRENCH QTR",Treme - Lafitte,29.966,-90.06655,Entire home/apt,141,2,34,226,0
1460,"PRIVATE GATED PARKING, COURTYD, 4 BED, 5 1/2 BATH",Lower Garden District,29.93477,-90.07217,Entire home/apt,385,2,22,158,0
1461,Art Klub Artist Residency in St Roch,St. Roch,29.97709,-90.05082,Entire home/apt,150,30,1,0,0
1462,Apartment block off St. Charles,Central City,29.94074,-90.07593,Entire home/apt,120,3,131,134,0
1463,Quaint New Orleans Creole Cottage with Backyard,Audubon,29.94727,-90.11955,Entire home/apt,111,30,118,59,0
1464,BYWATER FUN Month to Month,Bywater,29.96365,-90.04074,Entire home/apt,160,31,30,353,0
1465,Walk to dining-parking&relaxing safe private patio,Uptown,29.92975,-90.10846,Entire home/apt,85,1,303,0,0
1466,Stylish Design Hostel - Private Room for Four,Central City,29.94015,-90.074,Hotel room,133,1,176,57,3
1467,Luxury Designer Home,Lower Garden District,29.93441,-90.07877,Entire home/apt,1400,2,32,216,0
1468,Quaint Bywater Studio for Two,Bywater,29.96382,-90.04775,Entire home/apt,90,2,217,0,0
1469,Lovely apartment in historic neighborhood - RS,Treme - Lafitte,29.96997,-90.07022,Entire home/apt,69,2,89,0,0
1470,Treme Bungalow,Treme - Lafitte,29.96987,-90.07105,Entire home/apt,95,3,195,71,0
1471,Beautiful Jewel in the Bywater,Bywater,29.96846,-90.05023,Entire home/apt,71,4,101,186,0
1472,Steps to Streetcar,East Carrollton,29.95047,-90.12501,Private room,60,2,10,0,1
1473,"Beautifully designed, stunning historic home",Seventh Ward,29.97474,-90.06063,Entire home/apt,97,30,69,0,0
1474,Charming Spanish Style 2 Story Home,Gentilly Terrace,29.99615,-90.05078,Entire home/apt,404,30,52,180,0
1475,Mid-City Homestead,Seventh Ward,29.97782,-90.07541,Entire home/apt,138,30,1,0,0
1476,Bywater shotgun - great location!,Bywater,29.9632,-90.04053,Entire home/apt,110,30,44,0,0
1477,Le Qui-Ã‡a Maison,Treme - Lafitte,29.96941,-90.07937,Entire home/apt,99,2,109,19,0
1478,Walk to Audubon Park âšœ StreetCar âšœ Magazine Street,Audubon,29.92599,-90.12178,Entire home/apt,167,2,30,86,0
1479,French Quarter Apt | Balcony overlooking Bourbon,French Quarter,29.96011,-90.06394,Entire home/apt,243,1,257,237,0
1480,French Quarter Apt | W/ Balcony | Sleeps 6,French Quarter,29.96,-90.06403,Entire home/apt,239,1,247,277,0
1481,In the Heart of French Quarter Steps of Bourbon St,French Quarter,29.96,-90.06403,Entire home/apt,149,1,166,258,0
1482,French Quarter Apt w/ Kitchenette | Sleeps 5,French Quarter,29.96,-90.06403,Entire home/apt,175,1,178,319,0
1483,In the â¤ï¸ of French Quarter 9 steps from Bourbon,French Quarter,29.96,-90.06403,Entire home/apt,228,1,211,268,0
1484,â­ï¸â­ï¸Live like a localâ­ï¸â­ï¸1 block to Streetcarâ­ï¸â­ï¸,Central City,29.93912,-90.07283,Entire home/apt,134,3,71,168,0
1485,The Little Easy Mid City studio-Clean and adorable,Mid-City,29.97331,-90.09613,Entire home/apt,89,2,106,65,0
1486,Authentic piece of Bywater,St. Claude,29.96966,-90.0375,Entire home/apt,88,4,128,152,0
1487,Beautiful Lakeview/West End Townhouse,West End,30.00992,-90.12051,Entire home/apt,220,12,40,43,0
1488,Modern Uptown Retreat,Milan,29.93223,-90.09667,Private room,115,1,109,84,1
1489,Get Cozy Cottage Vibes Just Steps from St. Charles Avenue,Milan,29.92912,-90.09818,Entire home/apt,311,2,32,288,0
1490,Crescent City Guest House,Marigny,29.96315,-90.05568,Private room,129,2,92,103,1
1491,Stylish Design Hostel - 1 Bed in 4 Bed Shared Dorm,Central City,29.94061,-90.07555,Shared room,37,1,502,69,2
1492,Stylish Design Hostel - 1 Bed in FEMALE-ONLY Dorm,Central City,29.94213,-90.07516,Shared room,37,1,243,69,2
1493,NOLA Oasis Master Suite,Seventh Ward,29.97999,-90.07217,Private room,57,2,212,34,1
1494,Convenient Marigny Location to FQ and Frenchmen,Marigny,29.96645,-90.05502,Entire home/apt,164,2,71,21,0
1495,2BR Apt. in New Orlean's Uptown/University Area,Marlyville - Fontainbleau,29.94498,-90.11188,Entire home/apt,100,30,73,0,0
1496,Fun Little Guest Suite on St Charles Ave,Central City,29.93895,-90.07599,Private room,70,1,297,8,1
1497,Carriage House,Algiers Point,29.95434,-90.0519,Entire home/apt,339,3,11,0,0
1498,"Private Bedroom, block off Esplanade Ave",Treme - Lafitte,29.97109,-90.07522,Private room,69,2,147,75,1
1499,Marigny. Special rates for frontline responders,Marigny,29.96451,-90.05748,Entire home/apt,132,1,148,0,0
1500,Comfy 1 BR Apt Centrally Located in Broadmoor,Broadmoor,29.94485,-90.10246,Entire home/apt,85,2,24,0,0
1501,Elegant Historic Condo Steps from St Charles Ave,Central City,29.9414,-90.07727,Entire home/apt,144,3,167,317,0
1502,Charming Gentilly area apartment,Gentilly Terrace,29.9912,-90.05742,Entire home/apt,145,2,54,345,0
1503,Fleur de lis Flat,Marigny,29.96531,-90.06186,Entire home/apt,175,30,13,225,0
1504,Cloud House Haven with Private Entrance,Seventh Ward,29.98554,-90.06856,Private room,58,3,91,64,1
1505,Smart 2BR Overlooking Freret w/Parking - FOODIE HQ,Freret,29.935,-90.10669,Entire home/apt,131,1,149,53,0
1506,Fab Garden District Loft w/Balcony on Magazine St,Lower Garden District,29.93276,-90.07282,Entire home/apt,114,1,140,29,0
1507,one bedroom Condo Garden District near Magazine,East Riverside,29.91857,-90.09108,Entire home/apt,92,1,78,346,0
1508,Uptownâ€™s Emerald,Leonidas,29.94438,-90.13748,Entire home/apt,228,2,98,168,0
1509,Beautiful Bywater Apartment,Bywater,29.96828,-90.04991,Entire home/apt,70,2,91,200,0
1510,Total Beauty in the Bywater,St. Roch,29.97022,-90.05129,Entire home/apt,70,3,94,185,0
1511,â˜… Sunny & Quiet French Quarter Retreat â˜…,French Quarter,29.96022,-90.06473,Entire home/apt,241,30,20,166,0
1512,a 3rd/4th fl Studio,French Quarter,29.95646,-90.07032,Hotel room,90,2,145,119,3
1513,The Hideaway Blocks 2 French Quarter s / jazz fest,Treme - Lafitte,29.97062,-90.07406,Entire home/apt,150,30,5,296,0
1514,Saiyaan's Place! Mid-City Charm! Downtown NOLA.,Mid-City,29.97131,-90.09199,Entire home/apt,84,1,282,80,0
1515,b 3rd/4th fl Studio,French Quarter,29.95646,-90.07032,Hotel room,90,2,132,115,3
1516,Spacious Art-filled Home for 8!,St. Claude,29.96734,-90.03805,Entire home/apt,550,30,6,0,0
1517,Charming and Spacious 1Block from Bourbon St!!!,Central Business District,29.95189,-90.07022,Entire home/apt,128,30,41,0,0
1518,"""The Big White House""",Seventh Ward,29.97138,-90.06284,Entire home/apt,445,3,86,96,0
1519,Brand New 2bd 2bath Charming Home,Leonidas,29.95503,-90.13035,Entire home/apt,101,30,38,18,0
1520,Life in the Big Easy,Behrman,29.93078,-90.03492,Entire home/apt,150,3,21,162,0
1521,"Your Private SUITE, 1,100sqfeet. All to yourself.",Lower Garden District,29.93785,-90.07402,Private room,150,30,35,88,1
1522,The New Orleans Beach house (The Ocean Room),Tulane - Gravier,29.96244,-90.08159,Private room,67,1,63,66,1
1523,The New Orleans Beach House ( The Master Suite),Tulane - Gravier,29.96367,-90.08023,Private room,119,30,11,89,1
1524,River House New Orleans - Loft Apt.,Marigny,29.96372,-90.05591,Entire home/apt,395,30,2,340,0
1525,"Elegant, Private Suite in Historic Bayou St. John",Bayou St. John,29.97845,-90.08696,Private room,84,30,53,86,1
1526,Milan area apt w/bus & street-car transportation,Milan,29.93371,-90.09821,Entire home/apt,200,1,35,75,0
1527,d 3rd/4th fl Studio,French Quarter,29.95646,-90.07032,Hotel room,90,2,119,113,3
1528,Modern Luxury in the Marigny w/ HEATED POOL option,Marigny,29.96746,-90.05215,Entire home/apt,268,3,70,56,0
1529,c 3rd/4th fl Studio,French Quarter,29.95646,-90.07032,Hotel room,90,2,121,88,3
1530,Charming Irish Channel 1/2 Double,Irish Channel,29.92617,-90.08163,Entire home/apt,150,3,138,253,0
1531,The Rising Sun,St. Claude,29.97074,-90.03766,Entire home/apt,90,2,125,84,0
1532,Bayou St.John Place!,Fairgrounds,29.98142,-90.07729,Private room,107,1,22,278,1
1533,Lovely Mid-city vibes,Fairgrounds,29.98074,-90.07991,Private room,103,3,21,182,1
1534,Degas Housde - Pierre Room - on Esplanade Ave,Treme - Lafitte,29.97268,-90.07566,Private room,200,2,3,321,1
1535,Great space to be while in NOLA,Florida Area,29.98205,-90.03731,Private room,93,30,12,89,1
1536,The IP Guest House!,St. Roch,29.98533,-90.04863,Entire home/apt,475,30,2,365,0
1537,Pristine Updated Historic Uptown Home,Uptown,29.92605,-90.1048,Entire home/apt,483,2,111,150,0
1538,Degas House - Gaston Room - on Esplanade Ave,Treme - Lafitte,29.97274,-90.07616,Private room,200,2,1,332,1
1539,Degas House- Carrie Room on Esplanade Ave.,Treme - Lafitte,29.97236,-90.07605,Private room,159,2,1,332,1
1540,Degas House - Jeanne  Room - on Esplanade Ave,Treme - Lafitte,29.97279,-90.07634,Private room,200,30,0,278,1
1541,Broadmoor Dwelling,Broadmoor,29.94545,-90.10745,Entire home/apt,98,30,5,0,0
1542,Private Room with private entrance,East Carrollton,29.94861,-90.12261,Private room,43,30,28,0,1
1543,The IP Guest House2,St. Roch,29.9859,-90.04928,Entire home/apt,160,30,10,365,0
1544,Sunny Guest Suite with a view of St Charles,Central City,29.93895,-90.07599,Private room,74,1,300,11,1
1545,Great Place to stay in the Big Easy,Florida Area,29.98225,-90.03875,Private room,82,30,27,89,1
1546,Degas House! Mathilde Suite- Balcony Esplanade Ave,Treme - Lafitte,29.9743,-90.07587,Private room,209,2,1,314,1
1547,Maison DuBois,Marigny,29.96552,-90.0605,Entire home/apt,1250,3,39,189,0
1548,Degas House! William Bell Suite- Balcony,Treme - Lafitte,29.97241,-90.07591,Private room,350,2,2,332,1
1549,Degas House! Desiree Room -  on Esplanade Ave,Treme - Lafitte,29.97244,-90.07495,Private room,179,2,4,305,1
1550,Large Shotgun Unit near French Q on Frenchmen 1604,Seventh Ward,29.9737,-90.05863,Entire home/apt,179,1,92,56,0
